month,state_fips,state_abbr,state_name,offenses,clearances,population
2022-04,23,ME,Maine,1988,225,5460000
2022-05,23,ME,Maine,2340,305,5460000
2022-06,23,ME,Maine,2648,353,5460000
2022-07,23,ME,Maine,2711,252,5460000
2022-08,23,ME,Maine,2078,310,5460000
2022-09,23,ME,Maine,1994,257,5460000
2022-10,23,ME,Maine,2025,335,5460000
2022-11,23,ME,Maine,1939,331,5460000
2022-12,23,ME,Maine,2340,415,5460000
2023-01,23,ME,Maine,2416,263,5460000
2023-02,23,ME,Maine,2373,276,5460000
2023-03,23,ME,Maine,2887,509,5460000
2023-04,23,ME,Maine,2275,341,5460000
2023-05,23,ME,Maine,2556,386,5460000
2023-06,23,ME,Maine,2306,403,5460000
2023-07,23,ME,Maine,2250,341,5460000
2023-08,23,ME,Maine,2407,288,5460000
2023-09,23,ME,Maine,1744,264,5460000
2023-10,23,ME,Maine,2228,227,5460000
2023-11,23,ME,Maine,2216,267,5460000
2023-12,23,ME,Maine,2421,342,5460000
2024-01,23,ME,Maine,2778,366,5460000
2024-02,23,ME,Maine,2715,295,5460000
2024-03,23,ME,Maine,2854,438,5460000
2024-04,23,ME,Maine,2553,485,5460000
2024-05,23,ME,Maine,2286,333,5460000
2024-06,23,ME,Maine,2401,292,5460000
2024-07,23,ME,Maine,2419,327,5460000
2024-08,23,ME,Maine,2510,228,5460000
2024-09,23,ME,Maine,2248,233,5460000
2024-10,23,ME,Maine,2406,338,5460000
2024-11,23,ME,Maine,1522,212,5460000
2024-12,23,ME,Maine,2162,376,5460000
2025-01,23,ME,Maine,2163,300,5460000
2025-02,23,ME,Maine,2630,437,5460000
2025-03,23,ME,Maine,2714,324,5460000
2025-04,23,ME,Maine,2668,285,5460000
2025-05,23,ME,Maine,3020,410,5460000
2025-06,23,ME,Maine,2558,371,5460000
2025-07,23,ME,Maine,1972,200,5460000
2025-08,23,ME,Maine,2648,456,5460000
2025-09,23,ME,Maine,2498,316,5460000
2025-10,23,ME,Maine,2185,354,5460000
2025-11,23,ME,Maine,2120,307,5460000
2025-12,23,ME,Maine,2428,420,5460000
2026-01,23,ME,Maine,2442,403,5460000
2021-01,24,MD,Maryland,2749,288,5680000
2021-02,24,MD,Maryland,2586,392,5680000
2021-03,24,MD,Maryland,1855,274,5680000
2021-04,24,MD,Maryland,3078,288,5680000
2021-05,24,MD,Maryland,2843,299,5680000
2021-06,24,MD,Maryland,2247,317,5680000
2021-07,24,MD,Maryland,2338,196,5680000
2021-08,24,MD,Maryland,2182,198,5680000
2021-09,24,MD,Maryland,2229,234,5680000
2021-10,24,MD,Maryland,2261,222,5680000
2021-11,24,MD,Maryland,1963,276,5680000
2021-12,24,MD,Maryland,2257,223,5680000
2022-01,24,MD,Maryland,2407,406,5680000
2022-02,24,MD,Maryland,3176,438,5680000
2022-03,24,MD,Maryland,3332,495,5680000
2022-04,24,MD,Maryland,3182,515,5680000
2022-05,24,MD,Maryland,3305,273,5680000
2022-06,24,MD,Maryland,2602,407,5680000
2022-07,24,MD,Maryland,2483,380,5680000
2022-08,24,MD,Maryland,2784,407,5680000
2022-09,24,MD,Maryland,2082,266,5680000
2022-10,24,MD,Maryland,1896,184,5680000
2022-11,24,MD,Maryland,1966,262,5680000
2022-12,24,MD,Maryland,2505,396,5680000
2023-01,24,MD,Maryland,2782,272,5680000
2023-02,24,MD,Maryland,2838,464,5680000
2023-03,24,MD,Maryland,2289,235,5680000
2023-04,24,MD,Maryland,3315,233,5680000
2023-05,24,MD,Maryland,2837,406,5680000
2023-06,24,MD,Maryland,2204,255,5680000
2023-07,24,MD,Maryland,2374,181,5680000
2023-08,24,MD,Maryland,2134,263,5680000
2023-09,24,MD,Maryland,2315,211,5680000
2023-10,24,MD,Maryland,2512,243,5680000
2023-11,24,MD,Maryland,2381,304,5680000
2023-12,24,MD,Maryland,2145,272,5680000
2024-01,24,MD,Maryland,2267,313,5680000
2024-02,24,MD,Maryland,2704,202,5680000
2024-03,24,MD,Maryland,3197,371,5680000
2024-04,24,MD,Maryland,3129,258,5680000
2024-05,24,MD,Maryland,2991,210,5680000
2024-06,24,MD,Maryland,2452,407,5680000
2024-07,24,MD,Maryland,2669,222,5680000
2024-08,24,MD,Maryland,2805,379,5680000
2024-09,24,MD,Maryland,2638,257,5680000
2024-10,24,MD,Maryland,2797,379,5680000
2024-11,24,MD,Maryland,2285,366,5680000
2024-12,24,MD,Maryland,2674,231,5680000
2025-01,24,MD,Maryland,2363,331,5680000
2025-02,24,MD,Maryland,2859,267,5680000
2025-03,24,MD,Maryland,2579,181,5680000
2025-04,24,MD,Maryland,2503,295,5680000
2025-05,24,MD,Maryland,2969,410,5680000
2025-06,24,MD,Maryland,2872,204,5680000
2025-07,24,MD,Maryland,2395,404,5680000
2025-08,24,MD,Maryland,1925,216,5680000
2025-09,24,MD,Maryland,2381,258,5680000
2025-10,24,MD,Maryland,2349,336,5680000
2025-11,24,MD,Maryland,2509,397,5680000
2025-12,24,MD,Maryland,2575,216,5680000
2026-01,24,MD,Maryland,2655,221,5680000
2021-01,25,MA,Massachusetts,2449,231,5900000
2021-02,25,MA,Massachusetts,3079,446,5900000
2021-03,25,MA,Massachusetts,3241,402,5900000
2021-04,25,MA,Massachusetts,3228,307,5900000
2021-05,25,MA,Massachusetts,2847,345,5900000
2021-06,25,MA,Massachusetts,2902,257,5900000
2021-07,25,MA,Massachusetts,2416,218,5900000
2021-08,25,MA,Massachusetts,2786,330,5900000
2021-09,25,MA,Massachusetts,2259,398,5900000
2021-10,25,MA,Massachusetts,2544,274,5900000
2021-11,25,MA,Massachusetts,2807,248,5900000
2021-12,25,MA,Massachusetts,2414,340,5900000
2022-01,25,MA,Massachusetts,2841,449,5900000
2022-02,25,MA,Massachusetts,2945,430,5900000
2022-03,25,MA,Massachusetts,2755,304,5900000
2022-04,25,MA,Massachusetts,2989,463,5900000
2022-05,25,MA,Massachusetts,3255,357,5900000
2022-06,25,MA,Massachusetts,3760,660,5900000
2022-07,25,MA,Massachusetts,3202,415,5900000
2022-08,25,MA,Massachusetts,3077,429,5900000
2022-09,25,MA,Massachusetts,2910,387,5900000
2022-10,25,MA,Massachusetts,3499,607,5900000
2022-11,25,MA,Massachusetts,2568,239,5900000
2022-12,25,MA,Massachusetts,3070,358,5900000
2023-01,25,MA,Massachusetts,2714,402,5900000
2023-02,25,MA,Massachusetts,3250,510,5900000
2023-03,25,MA,Massachusetts,2596,212,5900000
2023-04,25,MA,Massachusetts,3588,301,5900000
2023-05,25,MA,Massachusetts,3428,295,5900000
2023-06,25,MA,Massachusetts,3289,470,5900000
2023-07,25,MA,Massachusetts,2685,349,5900000
2023-08,25,MA,Massachusetts,2451,216,5900000
2023-09,25,MA,Massachusetts,2949,394,5900000
2023-10,25,MA,Massachusetts,2493,277,5900000
2023-11,25,MA,Massachusetts,2563,336,5900000
2023-12,25,MA,Massachusetts,3013,403,5900000
2024-01,25,MA,Massachusetts,3556,423,5900000
2024-02,25,MA,Massachusetts,2857,423,5900000
2024-03,25,MA,Massachusetts,2947,255,5900000
2024-04,25,MA,Massachusetts,3266,538,5900000
2024-05,25,MA,Massachusetts,2919,250,5900000
2024-06,25,MA,Massachusetts,3511,440,5900000
2024-07,25,MA,Massachusetts,3223,454,5900000
2024-08,25,MA,Massachusetts,2703,416,5900000
2024-09,25,MA,Massachusetts,3200,294,5900000
2024-10,25,MA,Massachusetts,2581,249,5900000
2024-11,25,MA,Massachusetts,2310,405,5900000
2024-12,25,MA,Massachusetts,2380,362,5900000
2025-01,25,MA,Massachusetts,3004,290,5900000
2025-02,25,MA,Massachusetts,3625,387,5900000
2025-03,25,MA,Massachusetts,3772,636,5900000
2025-04,25,MA,Massachusetts,3467,557,5900000
2025-05,25,MA,Massachusetts,3339,358,5900000
2025-06,25,MA,Massachusetts,3707,510,5900000
2025-07,25,MA,Massachusetts,3278,288,5900000
2025-08,25,MA,Massachusetts,2645,344,5900000
2025-09,25,MA,Massachusetts,2857,391,5900000
2025-10,25,MA,Massachusetts,2579,233,5900000
2025-11,25,MA,Massachusetts,2952,406,5900000
2025-12,25,MA,Massachusetts,2888,378,5900000
2026-01,25,MA,Massachusetts,2904,245,5900000
2021-01,26,MI,Michigan,3205,411,6120000
2021-02,26,MI,Michigan,3734,392,6120000
2021-03,26,MI,Michigan,4081,593,6120000
2021-04,26,MI,Michigan,3334,605,6120000
2021-05,26,MI,Michigan,3521,430,6120000
2021-06,26,MI,Michigan,3083,406,6120000
2021-07,26,MI,Michigan,3167,310,6120000
2021-08,26,MI,Michigan,2783,354,6120000
2021-09,26,MI,Michigan,2225,240,6120000
2021-10,26,MI,Michigan,2827,482,6120000
2021-11,26,MI,Michigan,3644,353,6120000
2021-12,26,MI,Michigan,2946,402,6120000
2022-01,26,MI,Michigan,3112,382,6120000
2022-02,26,MI,Michigan,4007,582,6120000
2022-03,26,MI,Michigan,3779,553,6120000
2022-04,26,MI,Michigan,3640,438,6120000
2022-05,26,MI,Michigan,3336,498,6120000
2022-06,26,MI,Michigan,3204,446,6120000
2022-07,26,MI,Michigan,3279,590,6120000
2022-08,26,MI,Michigan,2859,475,6120000
2022-09,26,MI,Michigan,2920,383,6120000
2022-10,26,MI,Michigan,2904,329,6120000
2022-11,26,MI,Michigan,2591,460,6120000
2022-12,26,MI,Michigan,3552,657,6120000
2023-01,26,MI,Michigan,3718,650,6120000
2023-02,26,MI,Michigan,3474,565,6120000
2023-03,26,MI,Michigan,3915,446,6120000
2023-04,26,MI,Michigan,3901,543,6120000
2023-05,26,MI,Michigan,4593,740,6120000
2023-06,26,MI,Michigan,3866,384,6120000
2023-07,26,MI,Michigan,3864,549,6120000
2023-08,26,MI,Michigan,2785,446,6120000
2023-09,26,MI,Michigan,2376,234,6120000
2023-10,26,MI,Michigan,3498,348,6120000
2023-11,26,MI,Michigan,3337,325,6120000
2023-12,26,MI,Michigan,3528,518,6120000
2024-01,26,MI,Michigan,2583,294,6120000
2024-02,26,MI,Michigan,3824,444,6120000
2024-03,26,MI,Michigan,3441,551,6120000
2024-04,26,MI,Michigan,4220,690,6120000
2024-05,26,MI,Michigan,3565,347,6120000
2024-06,26,MI,Michigan,3745,413,6120000
2024-07,26,MI,Michigan,3403,359,6120000
2024-08,26,MI,Michigan,2732,291,6120000
2024-09,26,MI,Michigan,2682,385,6120000
2024-10,26,MI,Michigan,3003,560,6120000
2024-11,26,MI,Michigan,3062,357,6120000
2024-12,26,MI,Michigan,3396,346,6120000
2025-01,26,MI,Michigan,3602,622,6120000
2025-02,26,MI,Michigan,3940,629,6120000
2025-03,26,MI,Michigan,4265,524,6120000
2025-04,26,MI,Michigan,3905,387,6120000
2025-05,26,MI,Michigan,3712,525,6120000
2025-06,26,MI,Michigan,3851,607,6120000
2025-07,26,MI,Michigan,3306,308,6120000
2025-08,26,MI,Michigan,4101,535,6120000
2025-09,26,MI,Michigan,2536,292,6120000
2025-10,26,MI,Michigan,3121,425,6120000
2025-11,26,MI,Michigan,3083,281,6120000
2025-12,26,MI,Michigan,3020,523,6120000
2026-01,26,MI,Michigan,3546,611,6120000
2021-01,27,MN,Minnesota,3290,438,6340000
2021-02,27,MN,Minnesota,3253,312,6340000
2021-03,27,MN,Minnesota,3329,504,6340000
2021-04,27,MN,Minnesota,3831,614,6340000
2021-05,27,MN,Minnesota,3683,421,6340000
2021-06,27,MN,Minnesota,3999,612,6340000
2021-07,27,MN,Minnesota,3826,395,6340000
2021-08,27,MN,Minnesota,3472,301,6340000
2021-09,27,MN,Minnesota,3082,393,6340000
2021-10,27,MN,Minnesota,3076,224,6340000
2021-11,27,MN,Minnesota,2708,375,6340000
2021-12,27,MN,Minnesota,3247,288,6340000
2022-01,27,MN,Minnesota,3543,347,6340000
2022-02,27,MN,Minnesota,3615,477,6340000
2022-03,27,MN,Minnesota,3647,345,6340000
2022-04,27,MN,Minnesota,3670,459,6340000
2022-05,27,MN,Minnesota,4025,306,6340000
2022-06,27,MN,Minnesota,3535,318,6340000
2022-07,27,MN,Minnesota,3537,560,6340000
2022-08,27,MN,Minnesota,2728,410,6340000
2022-09,27,MN,Minnesota,2952,441,6340000
2022-10,27,MN,Minnesota,3525,373,6340000
2022-11,27,MN,Minnesota,2993,372,6340000
2022-12,27,MN,Minnesota,2485,299,6340000
2023-01,27,MN,Minnesota,3455,376,6340000
2023-02,27,MN,Minnesota,3713,341,6340000
2023-03,27,MN,Minnesota,3999,638,6340000
2023-04,27,MN,Minnesota,3825,647,6340000
2023-05,27,MN,Minnesota,3646,448,6340000
2023-06,27,MN,Minnesota,3741,626,6340000
2023-07,27,MN,Minnesota,2160,173,6340000
2023-08,27,MN,Minnesota,3069,465,6340000
2023-09,27,MN,Minnesota,2852,461,6340000
2023-10,27,MN,Minnesota,4006,368,6340000
2023-11,27,MN,Minnesota,3431,531,6340000
2023-12,27,MN,Minnesota,3306,509,6340000
2024-01,27,MN,Minnesota,3144,486,6340000
2024-02,27,MN,Minnesota,3827,576,6340000
2024-03,27,MN,Minnesota,4171,583,6340000
2024-04,27,MN,Minnesota,3915,548,6340000
2024-05,27,MN,Minnesota,3760,619,6340000
2024-06,27,MN,Minnesota,3275,291,6340000
2024-07,27,MN,Minnesota,3289,555,6340000
2024-08,27,MN,Minnesota,3516,355,6340000
2024-09,27,MN,Minnesota,2845,339,6340000
2024-10,27,MN,Minnesota,3237,297,6340000
2024-11,27,MN,Minnesota,3225,396,6340000
2024-12,27,MN,Minnesota,3965,357,6340000
2025-01,27,MN,Minnesota,3471,288,6340000
2025-02,27,MN,Minnesota,3533,546,6340000
2025-03,27,MN,Minnesota,3140,321,6340000
2025-04,27,MN,Minnesota,4312,697,6340000
2025-05,27,MN,Minnesota,3900,575,6340000
2025-06,27,MN,Minnesota,4052,673,6340000
2025-07,27,MN,Minnesota,2970,319,6340000
2025-08,27,MN,Minnesota,3578,287,6340000
2025-09,27,MN,Minnesota,3017,302,6340000
2025-10,27,MN,Minnesota,3199,527,6340000
2025-11,27,MN,Minnesota,3277,489,6340000
2025-12,27,MN,Minnesota,3739,327,6340000
2026-01,27,MN,Minnesota,3395,567,6340000
2021-01,28,MS,Mississippi,2869,294,6560000
2021-02,28,MS,Mississippi,2243,312,6560000
2021-03,28,MS,Mississippi,2726,406,6560000
2021-04,28,MS,Mississippi,2890,268,6560000
2021-05,28,MS,Mississippi,2498,437,6560000
2021-06,28,MS,Mississippi,1710,204,6560000
2021-07,28,MS,Mississippi,3213,267,6560000
2021-08,28,MS,Mississippi,2193,308,6560000
2021-09,28,MS,Mississippi,2877,294,6560000
2021-10,28,MS,Mississippi,1677,229,6560000
2021-11,28,MS,Mississippi,2293,354,6560000
2021-12,28,MS,Mississippi,2163,225,6560000
2022-01,28,MS,Mississippi,2575,434,6560000
2022-02,28,MS,Mississippi,2501,222,6560000
2022-03,28,MS,Mississippi,2510,423,6560000
2022-04,28,MS,Mississippi,2218,277,6560000
2022-05,28,MS,Mississippi,2611,227,6560000
2022-06,28,MS,Mississippi,2780,294,6560000
2022-07,28,MS,Mississippi,2405,285,6560000
2022-08,28,MS,Mississippi,2261,347,6560000
2022-09,28,MS,Mississippi,2816,364,6560000
2022-10,28,MS,Mississippi,1979,233,6560000
2022-11,28,MS,Mississippi,2006,257,6560000
2022-12,28,MS,Mississippi,2216,369,6560000
2023-01,28,MS,Mississippi,2114,204,6560000
2023-02,28,MS,Mississippi,2146,187,6560000
2023-03,28,MS,Mississippi,2816,315,6560000
2023-04,28,MS,Mississippi,2476,434,6560000
2023-05,28,MS,Mississippi,2845,334,6560000
2023-06,28,MS,Mississippi,2653,406,6560000
2023-07,28,MS,Mississippi,1749,156,6560000
2023-08,28,MS,Mississippi,2073,289,6560000
2023-09,28,MS,Mississippi,1888,157,6560000
2023-10,28,MS,Mississippi,1889,329,6560000
2023-11,28,MS,Mississippi,2527,242,6560000
2023-12,28,MS,Mississippi,2879,259,6560000
2024-01,28,MS,Mississippi,2493,373,6560000
2024-02,28,MS,Mississippi,2787,424,6560000
2024-03,28,MS,Mississippi,2660,288,6560000
2024-04,28,MS,Mississippi,2478,257,6560000
2024-05,28,MS,Mississippi,3104,509,6560000
2024-06,28,MS,Mississippi,2723,260,6560000
2024-07,28,MS,Mississippi,2226,244,6560000
2024-08,28,MS,Mississippi,2569,376,6560000
2024-09,28,MS,Mississippi,2021,167,6560000
2024-10,28,MS,Mississippi,2032,197,6560000
2024-11,28,MS,Mississippi,2167,356,6560000
2024-12,28,MS,Mississippi,2443,271,6560000
2025-01,28,MS,Mississippi,2158,315,6560000
2025-02,28,MS,Mississippi,2841,253,6560000
2025-03,28,MS,Mississippi,2521,425,6560000
2025-04,28,MS,Mississippi,2708,317,6560000
2025-05,28,MS,Mississippi,2487,315,6560000
2025-06,28,MS,Mississippi,2708,278,6560000
2025-07,28,MS,Mississippi,2463,382,6560000
2025-08,28,MS,Mississippi,2446,359,6560000
2025-09,28,MS,Mississippi,2482,333,6560000
2025-10,28,MS,Mississippi,2340,414,6560000
2025-11,28,MS,Mississippi,1875,308,6560000
2025-12,28,MS,Mississippi,2116,342,6560000
2026-01,28,MS,Mississippi,2136,356,6560000
2021-01,29,MO,Missouri,2774,494,6780000
2021-02,29,MO,Missouri,2589,467,6780000
2021-03,29,MO,Missouri,2862,462,6780000
2021-04,29,MO,Missouri,2157,367,6780000
2021-05,29,MO,Missouri,2837,448,6780000
2021-06,29,MO,Missouri,2611,433,6780000
2021-07,29,MO,Missouri,2466,265,6780000
2021-08,29,MO,Missouri,3334,570,6780000
2021-09,29,MO,Missouri,2231,229,6780000
2021-10,29,MO,Missouri,1385,185,6780000
2021-11,29,MO,Missouri,2793,530,6780000
2021-12,29,MO,Missouri,1993,231,6780000
2022-01,29,MO,Missouri,2139,387,6780000
2022-02,29,MO,Missouri,2866,369,6780000
2022-03,29,MO,Missouri,2810,365,6780000
2022-04,29,MO,Missouri,2795,380,6780000
2022-05,29,MO,Missouri,3123,554,6780000
2022-06,29,MO,Missouri,2877,409,6780000
2022-07,29,MO,Missouri,2154,284,6780000
2022-08,29,MO,Missouri,2295,341,6780000
2022-09,29,MO,Missouri,2446,406,6780000
2022-10,29,MO,Missouri,3024,442,6780000
2022-11,29,MO,Missouri,2067,207,6780000
2022-12,29,MO,Missouri,2376,296,6780000
2023-01,29,MO,Missouri,3039,398,6780000
2023-02,29,MO,Missouri,2501,377,6780000
2023-03,29,MO,Missouri,3171,297,6780000
2023-04,29,MO,Missouri,2924,441,6780000
2023-05,29,MO,Missouri,3101,494,6780000
2023-06,29,MO,Missouri,3492,430,6780000
2023-07,29,MO,Missouri,2817,320,6780000
2023-08,29,MO,Missouri,2469,444,6780000
2023-09,29,MO,Missouri,1612,148,6780000
2023-10,29,MO,Missouri,2453,290,6780000
2023-11,29,MO,Missouri,2117,295,6780000
2023-12,29,MO,Missouri,2448,433,6780000
2024-01,29,MO,Missouri,2516,260,6780000
2024-02,29,MO,Missouri,3185,550,6780000
2024-03,29,MO,Missouri,2884,337,6780000
2024-04,29,MO,Missouri,2566,279,6780000
2024-05,29,MO,Missouri,3193,355,6780000
2024-06,29,MO,Missouri,3084,512,6780000
2024-07,29,MO,Missouri,2178,385,6780000
2024-08,29,MO,Missouri,2694,285,6780000
2024-09,29,MO,Missouri,2035,246,6780000
2024-10,29,MO,Missouri,2179,382,6780000
2024-11,29,MO,Missouri,2400,427,6780000
2024-12,29,MO,Missouri,2746,476,6780000
2025-01,29,MO,Missouri,2732,475,6780000
2025-02,29,MO,Missouri,2857,519,6780000
2025-03,29,MO,Missouri,3352,538,6780000
2025-04,29,MO,Missouri,2929,412,6780000
2025-05,29,MO,Missouri,3607,554,6780000
2025-06,29,MO,Missouri,2927,372,6780000
2025-07,29,MO,Missouri,2767,413,6780000
2025-08,29,MO,Missouri,2849,424,6780000
2025-09,29,MO,Missouri,3046,381,6780000
2025-10,29,MO,Missouri,2761,455,6780000
2025-11,29,MO,Missouri,3051,485,6780000
2025-12,29,MO,Missouri,2484,264,6780000
2026-01,29,MO,Missouri,3050,449,6780000
2021-01,30,MT,Montana,3345,461,7000000
2021-02,30,MT,Montana,2820,273,7000000
2021-03,30,MT,Montana,3292,487,7000000
2021-04,30,MT,Montana,3442,505,7000000
2021-05,30,MT,Montana,4128,556,7000000
2021-06,30,MT,Montana,3271,426,7000000
2021-07,30,MT,Montana,3315,499,7000000
2021-08,30,MT,Montana,2882,290,7000000
2021-09,30,MT,Montana,3228,363,7000000
2021-10,30,MT,Montana,2587,278,7000000
2021-11,30,MT,Montana,2587,302,7000000
2021-12,30,MT,Montana,3097,427,7000000
2022-01,30,MT,Montana,3225,259,7000000
2022-02,30,MT,Montana,2939,356,7000000
2022-03,30,MT,Montana,3039,326,7000000
2022-04,30,MT,Montana,2870,387,7000000
2022-05,30,MT,Montana,3170,256,7000000
2022-06,30,MT,Montana,3080,235,7000000
2022-07,30,MT,Montana,3584,560,7000000
2022-08,30,MT,Montana,2866,275,7000000
2022-09,30,MT,Montana,2591,259,7000000
2022-10,30,MT,Montana,2005,170,7000000
2022-11,30,MT,Montana,2848,429,7000000
2022-12,30,MT,Montana,2167,326,7000000
2023-01,30,MT,Montana,2687,371,7000000
2023-02,30,MT,Montana,2990,425,7000000
2023-03,30,MT,Montana,2754,264,7000000
2023-04,30,MT,Montana,2483,278,7000000
2023-05,30,MT,Montana,3367,474,7000000
2023-06,30,MT,Montana,3366,428,7000000
2023-07,30,MT,Montana,3329,307,7000000
2023-08,30,MT,Montana,3461,427,7000000
2023-09,30,MT,Montana,2968,407,7000000
2023-10,30,MT,Montana,2011,243,7000000
2023-11,30,MT,Montana,3186,502,7000000
2023-12,30,MT,Montana,2394,211,7000000
2024-01,30,MT,Montana,3289,315,7000000
2024-02,30,MT,Montana,3436,518,7000000
2024-03,30,MT,Montana,3490,482,7000000
2024-04,30,MT,Montana,3304,342,7000000
2024-05,30,MT,Montana,3756,542,7000000
2024-06,30,MT,Montana,3518,354,7000000
2024-07,30,MT,Montana,3232,310,7000000
2024-08,30,MT,Montana,2666,265,7000000
2024-09,30,MT,Montana,3069,481,7000000
2024-10,30,MT,Montana,2469,317,7000000
2024-11,30,MT,Montana,2967,472,7000000
2024-12,30,MT,Montana,2936,352,7000000
2025-01,30,MT,Montana,3407,340,7000000
2025-02,30,MT,Montana,3115,235,7000000
2025-03,30,MT,Montana,3628,327,7000000
2025-04,30,MT,Montana,3416,379,7000000
2025-05,30,MT,Montana,2828,327,7000000
2025-06,30,MT,Montana,3060,311,7000000
2025-07,30,MT,Montana,3064,364,7000000
2025-08,30,MT,Montana,2411,321,7000000
2025-09,30,MT,Montana,3088,218,7000000
2025-10,30,MT,Montana,3264,318,7000000
2025-11,30,MT,Montana,2888,423,7000000
2025-12,30,MT,Montana,2804,334,7000000
2026-01,30,MT,Montana,3225,424,7000000
2021-01,31,NE,Nebraska,3073,370,7220000
2021-02,31,NE,Nebraska,3771,316,7220000
2021-03,31,NE,Nebraska,3494,349,7220000
2021-04,31,NE,Nebraska,3583,402,7220000
2021-05,31,NE,Nebraska,3621,591,7220000
2021-06,31,NE,Nebraska,3636,519,7220000
2021-07,31,NE,Nebraska,3752,394,7220000
2021-08,31,NE,Nebraska,2940,273,7220000
2021-09,31,NE,Nebraska,2604,308,7220000
2021-10,31,NE,Nebraska,2681,435,7220000
2021-11,31,NE,Nebraska,2806,308,7220000
2021-12,31,NE,Nebraska,2920,408,7220000
2022-01,31,NE,Nebraska,3830,436,7220000
2022-02,31,NE,Nebraska,4370,499,7220000
2022-03,31,NE,Nebraska,2845,484,7220000
2022-04,31,NE,Nebraska,3521,616,7220000
2022-05,31,NE,Nebraska,3801,653,7220000
2022-06,31,NE,Nebraska,3266,499,7220000
2022-07,31,NE,Nebraska,3434,320,7220000
2022-08,31,NE,Nebraska,3044,295,7220000
2022-09,31,NE,Nebraska,2471,288,7220000
2022-10,31,NE,Nebraska,2842,476,7220000
2022-11,31,NE,Nebraska,2875,304,7220000
2022-12,31,NE,Nebraska,2993,537,7220000
2023-01,31,NE,Nebraska,3280,480,7220000
2023-02,31,NE,Nebraska,3466,516,7220000
2023-03,31,NE,Nebraska,3597,438,7220000
2023-04,31,NE,Nebraska,3381,431,7220000
2023-05,31,NE,Nebraska,3973,379,7220000
2023-06,31,NE,Nebraska,3349,369,7220000
2023-07,31,NE,Nebraska,2845,416,7220000
2023-08,31,NE,Nebraska,2978,419,7220000
2023-09,31,NE,Nebraska,2741,257,7220000
2023-10,31,NE,Nebraska,3017,458,7220000
2023-11,31,NE,Nebraska,2842,261,7220000
2023-12,31,NE,Nebraska,3269,326,7220000
2024-01,31,NE,Nebraska,3456,346,7220000
2024-02,31,NE,Nebraska,3512,352,7220000
2024-03,31,NE,Nebraska,4136,622,7220000
2024-04,31,NE,Nebraska,3727,483,7220000
2024-05,31,NE,Nebraska,3804,383,7220000
2024-06,31,NE,Nebraska,3857,310,7220000
2024-07,31,NE,Nebraska,3231,475,7220000
2024-08,31,NE,Nebraska,3736,549,7220000
2024-09,31,NE,Nebraska,2641,251,7220000
2024-10,31,NE,Nebraska,3333,508,7220000
2024-11,31,NE,Nebraska,3257,294,7220000
2024-12,31,NE,Nebraska,3167,566,7220000
2025-01,31,NE,Nebraska,3644,399,7220000
2025-02,31,NE,Nebraska,3428,334,7220000
2025-03,31,NE,Nebraska,3778,317,7220000
2025-04,31,NE,Nebraska,3636,405,7220000
2025-05,31,NE,Nebraska,4377,673,7220000
2025-06,31,NE,Nebraska,4106,347,7220000
2025-07,31,NE,Nebraska,3744,619,7220000
2025-08,31,NE,Nebraska,3087,357,7220000
2025-09,31,NE,Nebraska,2865,355,7220000
2025-10,31,NE,Nebraska,2468,220,7220000
2025-11,31,NE,Nebraska,2547,411,7220000
2025-12,31,NE,Nebraska,3363,593,7220000
2026-01,31,NE,Nebraska,3755,402,7220000
2021-01,32,NV,Nevada,3843,595,7440000
2021-02,32,NV,Nevada,3121,530,7440000
2021-03,32,NV,Nevada,4250,407,7440000
2021-04,32,NV,Nevada,4249,783,7440000
2021-05,32,NV,Nevada,4030,601,7440000
2021-06,32,NV,Nevada,3999,681,7440000
2021-07,32,NV,Nevada,3367,431,7440000
2021-08,32,NV,Nevada,3053,384,7440000
2021-09,32,NV,Nevada,3671,638,7440000
2021-10,32,NV,Nevada,3164,593,7440000
2021-11,32,NV,Nevada,3692,374,7440000
2021-12,32,NV,Nevada,3890,510,7440000
2022-01,32,NV,Nevada,3768,458,7440000
2022-02,32,NV,Nevada,3786,607,7440000
2022-03,32,NV,Nevada,3583,529,7440000
2022-04,32,NV,Nevada,3349,491,7440000
2022-05,32,NV,Nevada,4417,547,7440000
2022-06,32,NV,Nevada,3641,518,7440000
2022-07,32,NV,Nevada,3460,540,7440000
2022-08,32,NV,Nevada,3145,361,7440000
2022-09,32,NV,Nevada,2836,364,7440000
2022-10,32,NV,Nevada,3559,619,7440000
2022-11,32,NV,Nevada,2128,203,7440000
2022-12,32,NV,Nevada,2921,451,7440000
2023-01,32,NV,Nevada,3931,689,7440000
2023-02,32,NV,Nevada,4350,770,7440000
2023-03,32,NV,Nevada,4292,490,7440000
2023-04,32,NV,Nevada,4163,779,7440000
2023-05,32,NV,Nevada,4165,643,7440000
2023-06,32,NV,Nevada,3844,501,7440000
2023-07,32,NV,Nevada,3591,611,7440000
2023-08,32,NV,Nevada,3753,506,7440000
2023-09,32,NV,Nevada,3441,351,7440000
2023-10,32,NV,Nevada,2818,394,7440000
2023-11,32,NV,Nevada,3097,406,7440000
2023-12,32,NV,Nevada,3213,468,7440000
2024-01,32,NV,Nevada,3735,562,7440000
2024-02,32,NV,Nevada,3791,576,7440000
2024-03,32,NV,Nevada,3803,421,7440000
